species	family	total_hits	filtered_hits	node	short
Macaca_fascicularis	Mir-8	5	5	Bilateria	M.fascicularis
Macaca_fascicularis	Mir-873	1	1	Mammalia	M.fascicularis
Macaca_fascicularis	Mir-874	1	1	Eutheria	M.fascicularis
Macaca_fascicularis	Mir-875	2	1	Vertebrata	M.fascicularis
Macaca_fascicularis	Mir-876	1	1	Eutheria	M.fascicularis
Macaca_fascicularis	Mir-877	1	1	Eutheria	M.fascicularis
Macaca_fascicularis	Mir-885	1	1	Eutheria	M.fascicularis
Macaca_fascicularis	Mir-887	1	1	Catarrhini	M.fascicularis
Macaca_fascicularis	Mir-9	3	3	Bilateria	M.fascicularis
Macaca_fascicularis	Mir-92	6	6	Bilateria	M.fascicularis
Macaca_fascicularis	Mir-934	1	1	Catarrhini	M.fascicularis
Macaca_fascicularis	Mir-935	1	1	Eutheria	M.fascicularis
Macaca_fascicularis	Mir-944	1	1	Catarrhini	M.fascicularis
Macaca_fascicularis	Mir-95	27	4	Eutheria	M.fascicularis
Macaca_fascicularis	Mir-96	3	3	Bilateria	M.fascicularis
Macaca_fascicularis	Mir-9851	1	1	Eutheria	M.fascicularis
Macaca_nemestrina	Let-7	15	12	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-1	4	3	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-10	8	8	Eumetazoa	M.nemestrina
Macaca_nemestrina	Mir-101	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-103	3	3	Deuterostomia	M.nemestrina
Macaca_nemestrina	Mir-105	2	2	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-1180	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-122	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-124	3	3	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-1247	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-1249	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-1251	1	1	Theria	M.nemestrina
Macaca_nemestrina	Mir-126	1	1	Olfactores	M.nemestrina
Macaca_nemestrina	Mir-127	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-1271	14	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-1277	2010	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-128	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-129	2	2	Chordata	M.nemestrina
Macaca_nemestrina	Mir-1296	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-1298	2	2	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-130	5	5	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-1301	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-1306	1	1	Gnathostomata	M.nemestrina
Macaca_nemestrina	Mir-1307	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-132	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-1323	2	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-133	3	3	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-134	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-135	3	3	Chordata	M.nemestrina
Macaca_nemestrina	Mir-136	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-137	1	1	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-138	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-139	1	1	Gnathostomata	M.nemestrina
Macaca_nemestrina	Mir-140	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-142	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-143	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-144	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-145	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-146	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-147	3	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-148	3	3	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-149	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-15	8	7	Olfactores	M.nemestrina
Macaca_nemestrina	Mir-150	1	1	Gnathostomata	M.nemestrina
Macaca_nemestrina	Mir-153	2	2	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-154	30	30	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-155	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-17	8	8	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-181	6	6	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-184	1	1	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-185	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-186	1	1	Mammalia	M.nemestrina
Macaca_nemestrina	Mir-187	1	1	Osteichthyes	M.nemestrina
Macaca_nemestrina	Mir-188	3	3	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-19	3	3	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-190	2	2	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-191	1	1	Gnathostomata	M.nemestrina
Macaca_nemestrina	Mir-1911	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-1912	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-192	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-193	4	4	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-194	3	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-196	3	3	Olfactores	M.nemestrina
Macaca_nemestrina	Mir-197	4	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-199	4	3	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-202	2	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-203	2	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-204	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-205	2	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-208	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-21	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-210	1	1	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-2114	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-214	3	1	Gnathostomata	M.nemestrina
Macaca_nemestrina	Mir-216	3	2	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-217	2	1	Chordata	M.nemestrina
Macaca_nemestrina	Mir-218	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-219	2	2	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-22	1	1	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-221	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-223	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-224	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-23	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-2355	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-24	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-26	3	3	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-27	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-28	6	3	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-29	4	4	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-296	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-30	6	6	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-3059	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-3085	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-31	1	1	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-3145	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-3146	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-3173	4	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-32	1	1	Gnathostomata	M.nemestrina
Macaca_nemestrina	Mir-320	17	3	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-3200	3	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-324	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-325	8	1	Theria	M.nemestrina
Macaca_nemestrina	Mir-326	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-328	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-33	3	2	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-330	2	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-331	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-335	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-337	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-338	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-339	3	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-34	5	5	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-340	9	1	Theria	M.nemestrina
Macaca_nemestrina	Mir-342	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-345	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-346	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-361	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-3613	3	1	Theria	M.nemestrina
Macaca_nemestrina	Mir-3617	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-362	7	5	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-370	1	1	Boreoeutheria	M.nemestrina
Macaca_nemestrina	Mir-374	2	2	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-375	1	1	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-376	6	5	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-378	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-383	1	1	Tetrapoda	M.nemestrina
Macaca_nemestrina	Mir-3934	3	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-423	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-425	1	1	Gnathostomata	M.nemestrina
Macaca_nemestrina	Mir-430	46	46	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-431	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-432	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-433	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-448	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-450	3	3	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-451	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-452	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-4524	2	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-455	2	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-459	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-4677	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-4766	2	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-483	10	1	Theria	M.nemestrina
Macaca_nemestrina	Mir-486	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-488	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-489	2	1	Osteichthyes	M.nemestrina
Macaca_nemestrina	Mir-490	1	1	Amniota	M.nemestrina
Macaca_nemestrina	Mir-491	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-493	4	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-498	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-499	1	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-504	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-505	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-506	23	21	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-511	2	1	Euarchontoglires	M.nemestrina
Macaca_nemestrina	Mir-541	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-542	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-544	708	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-550	2	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-551	2	2	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-574	353	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-576	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-577	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-579	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-582	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-584	2	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-589	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-590	1	1	Mammalia	M.nemestrina
Macaca_nemestrina	Mir-592	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-598	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-599	1	1	Sarcopterygii	M.nemestrina
Macaca_nemestrina	Mir-605	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-615	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-624	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-628	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-642	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-651	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-652	3	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-6529	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-653	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-670	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-671	1	1	Theria	M.nemestrina
Macaca_nemestrina	Mir-6715	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-675	1	1	Theria	M.nemestrina
Macaca_nemestrina	Mir-676	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-7	3	3	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-7180	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-744	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-760	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-769	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-770	1	1	Euarchontoglires	M.nemestrina
Macaca_nemestrina	Mir-8	5	5	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-873	1	1	Mammalia	M.nemestrina
Macaca_nemestrina	Mir-874	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-875	2	1	Vertebrata	M.nemestrina
Macaca_nemestrina	Mir-876	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-877	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-885	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-887	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-9	3	3	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-92	6	6	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-934	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-935	1	1	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-944	1	1	Catarrhini	M.nemestrina
Macaca_nemestrina	Mir-95	27	4	Eutheria	M.nemestrina
Macaca_nemestrina	Mir-96	3	3	Bilateria	M.nemestrina
Macaca_nemestrina	Mir-9851	1	1	Eutheria	M.nemestrina
Mandrillus_leucophaeus	Let-7	16	12	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1	4	3	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-10	8	8	Eumetazoa	M.leucophaeus
Mandrillus_leucophaeus	Mir-101	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-103	3	3	Deuterostomia	M.leucophaeus
Mandrillus_leucophaeus	Mir-105	2	2	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1180	1	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-122	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-124	2	2	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1249	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1251	1	1	Theria	M.leucophaeus
Mandrillus_leucophaeus	Mir-126	1	1	Olfactores	M.leucophaeus
Mandrillus_leucophaeus	Mir-127	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1271	15	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1277	2069	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-128	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-129	2	2	Chordata	M.leucophaeus
Mandrillus_leucophaeus	Mir-1296	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1298	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-130	5	5	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-1301	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1306	1	1	Gnathostomata	M.leucophaeus
Mandrillus_leucophaeus	Mir-1307	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1323	2	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-133	3	3	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-134	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-135	3	3	Chordata	M.leucophaeus
Mandrillus_leucophaeus	Mir-136	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-137	1	1	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-138	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-139	1	1	Gnathostomata	M.leucophaeus
Mandrillus_leucophaeus	Mir-140	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-142	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-143	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-144	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-145	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-146	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-147	3	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-148	3	3	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-149	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-15	8	7	Olfactores	M.leucophaeus
Mandrillus_leucophaeus	Mir-150	1	1	Gnathostomata	M.leucophaeus
Mandrillus_leucophaeus	Mir-153	3	3	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-154	30	30	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-155	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-17	10	8	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-181	6	6	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-184	1	1	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-185	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-186	1	1	Mammalia	M.leucophaeus
Mandrillus_leucophaeus	Mir-187	1	1	Osteichthyes	M.leucophaeus
Mandrillus_leucophaeus	Mir-188	3	3	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-19	3	3	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-190	2	2	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-191	1	1	Gnathostomata	M.leucophaeus
Mandrillus_leucophaeus	Mir-1911	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-1912	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-192	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-193	4	4	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-194	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-196	3	3	Olfactores	M.leucophaeus
Mandrillus_leucophaeus	Mir-197	2	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-199	4	3	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-202	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-204	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-205	2	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-208	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-21	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-2114	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-214	2	1	Gnathostomata	M.leucophaeus
Mandrillus_leucophaeus	Mir-216	3	2	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-217	1	1	Chordata	M.leucophaeus
Mandrillus_leucophaeus	Mir-218	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-219	3	2	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-22	1	1	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-221	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-223	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-224	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-23	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-2355	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-24	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-26	3	3	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-27	2	2	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-28	6	3	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-29	4	4	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-296	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-30	6	6	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-3059	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-3085	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-31	1	1	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-3140	1	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-3145	1	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-3146	1	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-3173	4	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-32	1	1	Gnathostomata	M.leucophaeus
Mandrillus_leucophaeus	Mir-320	17	6	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-3200	3	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-324	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-325	10	1	Theria	M.leucophaeus
Mandrillus_leucophaeus	Mir-326	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-328	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-33	2	2	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-330	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-331	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-335	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-337	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-338	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-339	3	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-34	5	5	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-340	9	1	Theria	M.leucophaeus
Mandrillus_leucophaeus	Mir-342	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-346	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-361	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-3613	1	1	Theria	M.leucophaeus
Mandrillus_leucophaeus	Mir-362	7	5	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-370	1	1	Boreoeutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-374	2	2	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-375	1	1	Bilateria	M.leucophaeus
Mandrillus_leucophaeus	Mir-376	5	5	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-378	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-383	1	1	Tetrapoda	M.leucophaeus
Mandrillus_leucophaeus	Mir-3934	2	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-423	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-425	1	1	Gnathostomata	M.leucophaeus
Mandrillus_leucophaeus	Mir-430	53	53	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-431	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-432	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-433	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-448	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-450	3	3	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-451	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-452	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-4524	2	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-455	3	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-459	1	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-4677	1	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-4766	2	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-483	9	1	Theria	M.leucophaeus
Mandrillus_leucophaeus	Mir-488	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-489	2	1	Osteichthyes	M.leucophaeus
Mandrillus_leucophaeus	Mir-490	1	1	Amniota	M.leucophaeus
Mandrillus_leucophaeus	Mir-491	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-493	5	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-498	1	1	Catarrhini	M.leucophaeus
Mandrillus_leucophaeus	Mir-499	2	1	Vertebrata	M.leucophaeus
Mandrillus_leucophaeus	Mir-504	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-505	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-506	25	21	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-511	2	1	Euarchontoglires	M.leucophaeus
Mandrillus_leucophaeus	Mir-541	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-542	1	1	Eutheria	M.leucophaeus
Mandrillus_leucophaeus	Mir-544	698	1	Eutheria	M.leucophaeus
